FrameCnt,DiffTime_ms,Date,Time,rel_alt,abs_alt,iso,shutter,fnum,ev,color_md,focal_len,latitude,longitude,ct,center_lat,center_lon,ground_offset_m,heading_deg,frame_num
1898,33,2026-04-27,15:23:30.149,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103482,35.207076,5400,32.103849777633876,35.20588204311094,119.79999999999998,289.98310650704184,1897
1899,33,2026-04-27,15:23:30.183,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103482,35.207076,5399,32.103849777633876,35.20588204311094,119.79999999999998,289.98310650704184,1898
1900,34,2026-04-27,15:23:30.216,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103486,35.207065,5398,32.10385377763387,35.20587104305864,119.79999999999998,289.98310650704184,1899
1901,33,2026-04-27,15:23:30.250,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103486,35.207065,5397,32.10385377763387,35.20587104305864,119.79999999999998,289.98310650704184,1900
1902,34,2026-04-27,15:23:30.283,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103486,35.207065,5396,32.10385377763387,35.20587104305864,119.79999999999998,289.98310650704184,1901
1903,33,2026-04-27,15:23:30.317,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.10349,35.207054,5394,32.10385777763388,35.205860043006346,119.79999999999998,289.98310650704184,1902
1904,33,2026-04-27,15:23:30.350,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.10349,35.207054,5393,32.10385777763388,35.205860043006346,119.79999999999998,289.98310650704184,1903
1905,34,2026-04-27,15:23:30.383,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.10349,35.207054,5391,32.10385777763388,35.205860043006346,119.79999999999998,289.98310650704184,1904
1906,33,2026-04-27,15:23:30.416,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103494,35.207043,5390,32.103861777633874,35.20584904295405,119.79999999999998,289.98310650704184,1905
1907,33,2026-04-27,15:23:30.450,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103494,35.207043,5389,32.103861777633874,35.20584904295405,119.79999999999998,289.98310650704184,1906
1908,34,2026-04-27,15:23:30.483,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103494,35.207043,5388,32.103861777633874,35.20584904295405,119.79999999999998,289.98310650704184,1907
1909,33,2026-04-27,15:23:30.517,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103498,35.207031,5387,32.10386577763388,35.205837042901756,119.79999999999998,289.98310650704184,1908
1910,33,2026-04-27,15:23:30.549,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103498,35.207031,5386,32.10386577763388,35.205837042901756,119.79999999999998,289.98310650704184,1909
1911,34,2026-04-27,15:23:30.584,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103498,35.207031,5385,32.10386577763388,35.205837042901756,119.79999999999998,289.98310650704184,1910
1912,33,2026-04-27,15:23:30.617,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103502,35.20702,5384,32.103869777633875,35.20582604284946,119.79999999999998,289.98310650704184,1911
1913,34,2026-04-27,15:23:30.650,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103502,35.20702,5384,32.103869777633875,35.20582604284946,119.79999999999998,289.98310650704184,1912
1914,33,2026-04-27,15:23:30.684,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103502,35.20702,5384,32.10386395907908,35.20582356739996,119.79999999999998,289.6538240635797,1913
1915,33,2026-04-27,15:23:30.717,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103507,35.207006,5384,32.10386895907908,35.205809567334455,119.79999999999998,289.6538240635797,1914
1916,34,2026-04-27,15:23:30.750,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103507,35.207006,5384,32.10386895907908,35.205809567334455,119.79999999999998,289.6538240635797,1915
1917,33,2026-04-27,15:23:30.783,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103507,35.207006,5384,32.10387477763388,35.20581204278409,119.79999999999998,289.98310650704184,1916
1918,33,2026-04-27,15:23:30.816,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.10351,35.206997,5384,32.103877777633876,35.205803042744876,119.79999999999998,289.98310650704184,1917
1919,34,2026-04-27,15:23:30.850,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.10351,35.206997,5384,32.103877777633876,35.205803042744876,119.79999999999998,289.98310650704184,1918
1920,33,2026-04-27,15:23:30.884,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.10351,35.206997,5384,32.103877777633876,35.205803042744876,119.79999999999998,289.98310650704184,1919
1921,34,2026-04-27,15:23:30.917,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103515,35.206983,5384,32.10388277763388,35.205789042679505,119.79999999999998,289.98310650704184,1920
1922,33,2026-04-27,15:23:30.951,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103515,35.206983,5384,32.10388277763388,35.205789042679505,119.79999999999998,289.98310650704184,1921
1923,33,2026-04-27,15:23:30.984,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103515,35.206983,5384,32.10388277763388,35.205789042679505,119.79999999999998,289.98310650704184,1922
1924,34,2026-04-27,15:23:31.016,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103519,35.206972,5384,32.103886777633875,35.20577804262721,119.79999999999998,289.98310650704184,1923
1925,33,2026-04-27,15:23:31.051,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103519,35.206972,5384,32.103886777633875,35.20577804262721,119.79999999999998,289.98310650704184,1924
1926,33,2026-04-27,15:23:31.084,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103519,35.206972,5384,32.103886777633875,35.20577804262721,119.79999999999998,289.98310650704184,1925
1927,34,2026-04-27,15:23:31.116,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103523,35.206959,5384,32.10389077763388,35.20576504257491,119.79999999999998,289.98310650704184,1926
1928,33,2026-04-27,15:23:31.151,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103523,35.206959,5384,32.10389077763388,35.20576504257491,119.79999999999998,289.98310650704184,1927
1929,33,2026-04-27,15:23:31.184,119.8,829.842,120,1/1250.0,1.7,0,default,24.0,32.103523,35.206959,5384,32.10389077763388,35.20576504257491,119.79999999999998,289.98310650704184,1928
1930,34,2026-04-27,15:23:31.218,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103527,35.206949,5384,32.103894777633876,35.20575504252262,119.79999999999998,289.98310650704184,1929
1931,33,2026-04-27,15:23:31.251,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103527,35.206949,5384,32.103894777633876,35.20575504252262,119.79999999999998,289.98310650704184,1930
1932,34,2026-04-27,15:23:31.284,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103527,35.206949,5383,32.103894777633876,35.20575504252262,119.79999999999998,289.98310650704184,1931
1933,33,2026-04-27,15:23:31.317,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103531,35.206937,5383,32.10389877763387,35.205743042470324,119.79999999999998,289.98310650704184,1932
1934,33,2026-04-27,15:23:31.351,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103531,35.206937,5382,32.10389877763387,35.205743042470324,119.79999999999998,289.98310650704184,1933
1935,34,2026-04-27,15:23:31.385,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103531,35.206937,5382,32.10389877763387,35.205743042470324,119.79999999999998,289.98310650704184,1934
1936,33,2026-04-27,15:23:31.417,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103536,35.206924,5381,32.103903777633874,35.20573004240495,119.79999999999998,289.98310650704184,1935
1937,33,2026-04-27,15:23:31.451,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103536,35.206924,5381,32.103903777633874,35.20573004240495,119.79999999999998,289.98310650704184,1936
1938,34,2026-04-27,15:23:31.485,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103536,35.206924,5380,32.10389795907908,35.20572756695453,119.79999999999998,289.6538240635797,1937
1939,33,2026-04-27,15:23:31.518,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103539,35.206914,5380,32.10390095907908,35.205717566915226,119.79999999999998,289.6538240635797,1938
1940,33,2026-04-27,15:23:31.551,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103539,35.206914,5379,32.10390095907908,35.205717566915226,119.79999999999998,289.6538240635797,1939
1941,34,2026-04-27,15:23:31.585,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103539,35.206914,5379,32.103906777633874,35.20572004236573,119.79999999999998,289.98310650704184,1940
1942,33,2026-04-27,15:23:31.617,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103544,35.206901,5378,32.103911777633876,35.20570704230037,119.79999999999998,289.98310650704184,1941
1943,34,2026-04-27,15:23:31.651,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103544,35.206901,5378,32.103911777633876,35.20570704230037,119.79999999999998,289.98310650704184,1942
1944,33,2026-04-27,15:23:31.685,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103544,35.206901,5378,32.10390595907908,35.205704566849725,119.79999999999998,289.6538240635797,1943
1945,33,2026-04-27,15:23:31.717,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103548,35.206889,5378,32.10390995907908,35.20569256679732,119.79999999999998,289.6538240635797,1944
1946,34,2026-04-27,15:23:31.751,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103548,35.206889,5378,32.10390995907908,35.20569256679732,119.79999999999998,289.6538240635797,1945
1947,33,2026-04-27,15:23:31.785,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103548,35.206889,5378,32.10391577763388,35.20569504224807,119.79999999999998,289.98310650704184,1946
1948,33,2026-04-27,15:23:31.818,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103552,35.206878,5377,32.10391977763388,35.20568404219578,119.79999999999998,289.98310650704184,1947
1949,34,2026-04-27,15:23:31.851,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103552,35.206878,5377,32.10391977763388,35.20568404219578,119.79999999999998,289.98310650704184,1948
1950,33,2026-04-27,15:23:31.885,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103552,35.206878,5376,32.10391977763388,35.20568404219578,119.79999999999998,289.98310650704184,1949
1951,34,2026-04-27,15:23:31.918,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103556,35.206867,5376,32.103923777633874,35.20567304214348,119.79999999999998,289.98310650704184,1950
1952,33,2026-04-27,15:23:31.952,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103556,35.206867,5375,32.103923777633874,35.20567304214348,119.79999999999998,289.98310650704184,1951
1953,33,2026-04-27,15:23:31.985,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103556,35.206867,5375,32.103923777633874,35.20567304214348,119.79999999999998,289.98310650704184,1952
1954,34,2026-04-27,15:23:32.018,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103561,35.206854,5374,32.103928777633875,35.20566004207811,119.79999999999998,289.98310650704184,1953
1955,33,2026-04-27,15:23:32.052,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103561,35.206854,5374,32.103928777633875,35.20566004207811,119.79999999999998,289.98310650704184,1954
1956,33,2026-04-27,15:23:32.085,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103561,35.206854,5373,32.103928777633875,35.20566004207811,119.79999999999998,289.98310650704184,1955
1957,34,2026-04-27,15:23:32.118,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103565,35.206841,5373,32.10393277763388,35.20564704202581,119.79999999999998,289.98310650704184,1956
1958,33,2026-04-27,15:23:32.152,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103565,35.206841,5372,32.10393277763388,35.20564704202581,119.79999999999998,289.98310650704184,1957
1959,33,2026-04-27,15:23:32.184,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103565,35.206841,5372,32.10393277763409,35.2056470420259,119.79999999999998,289.98310651892837,1958
1960,34,2026-04-27,15:23:32.219,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103569,35.206831,5372,32.10393677763409,35.20563704197361,119.79999999999998,289.98310651892837,1959
1961,33,2026-04-27,15:23:32.252,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103569,35.206831,5371,32.10393677763409,35.20563704197361,119.79999999999998,289.98310651892837,1960
1962,34,2026-04-27,15:23:32.285,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103569,35.206831,5371,32.103936777633876,35.20563704197352,119.79999999999998,289.98310650704184,1961
1963,33,2026-04-27,15:23:32.319,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103573,35.206819,5370,32.10394077763387,35.20562504192123,119.79999999999998,289.98310650704184,1962
1964,33,2026-04-27,15:23:32.351,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103573,35.206819,5370,32.10394077763387,35.20562504192123,119.79999999999998,289.98310650704184,1963
1965,34,2026-04-27,15:23:32.385,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103573,35.206819,5369,32.10394077763387,35.20562504192123,119.79999999999998,289.98310650704184,1964
1966,33,2026-04-27,15:23:32.419,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103577,35.206808,5369,32.10394477763388,35.205614041868934,119.79999999999998,289.98310650704184,1965
1967,33,2026-04-27,15:23:32.452,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103577,35.206808,5368,32.10394477763388,35.205614041868934,119.79999999999998,289.98310650704184,1966
1968,34,2026-04-27,15:23:32.485,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103577,35.206808,5368,32.10394477763388,35.205614041868934,119.79999999999998,289.98310650704184,1967
1969,33,2026-04-27,15:23:32.519,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103581,35.206796,5367,32.103948777633875,35.20560204181663,119.79999999999998,289.98310650704184,1968
1970,33,2026-04-27,15:23:32.552,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103581,35.206796,5367,32.103948777633875,35.20560204181663,119.79999999999998,289.98310650704184,1969
1971,34,2026-04-27,15:23:32.586,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103581,35.206796,5366,32.103948777633875,35.20560204181663,119.79999999999998,289.98310650704184,1970
1972,33,2026-04-27,15:23:32.619,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103586,35.206783,5366,32.103953777633876,35.20558904175127,119.79999999999998,289.98310650704184,1971
1973,34,2026-04-27,15:23:32.652,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103586,35.206783,5365,32.103953777633876,35.20558904175127,119.79999999999998,289.98310650704184,1972
1974,33,2026-04-27,15:23:32.686,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103586,35.206783,5365,32.103953777633876,35.20558904175127,119.79999999999998,289.98310650704184,1973
1975,33,2026-04-27,15:23:32.719,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.10359,35.206771,5364,32.10395777763387,35.20557704169897,119.79999999999998,289.98310650704184,1974
1976,34,2026-04-27,15:23:32.752,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.10359,35.206771,5364,32.10395777763387,35.20557704169897,119.79999999999998,289.98310650704184,1975
1977,33,2026-04-27,15:23:32.785,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.10359,35.206771,5363,32.10395777763387,35.20557704169897,119.79999999999998,289.98310650704184,1976
1978,33,2026-04-27,15:23:32.819,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103594,35.20676,5363,32.10396177763388,35.20556604164668,119.79999999999998,289.98310650704184,1977
1979,34,2026-04-27,15:23:32.852,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103594,35.20676,5363,32.10396177763388,35.20556604164668,119.79999999999998,289.98310650704184,1978
1980,33,2026-04-27,15:23:32.886,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103594,35.20676,5362,32.10396177763388,35.20556604164668,119.79999999999998,289.98310650704184,1979
1981,34,2026-04-27,15:23:32.919,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103598,35.206748,5362,32.103965777633874,35.205554041594375,119.79999999999998,289.98310650704184,1980
1982,33,2026-04-27,15:23:32.953,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103598,35.206748,5361,32.103965777633874,35.205554041594375,119.79999999999998,289.98310650704184,1981
1983,33,2026-04-27,15:23:32.986,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103598,35.206748,5361,32.103965777633874,35.205554041594375,119.79999999999998,289.98310650704184,1982
1984,34,2026-04-27,15:23:33.019,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103602,35.206736,5360,32.10396977763388,35.20554204154208,119.79999999999998,289.98310650704184,1983
1985,33,2026-04-27,15:23:33.052,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103602,35.206736,5359,32.10396977763388,35.20554204154208,119.79999999999998,289.98310650704184,1984
1986,33,2026-04-27,15:23:33.086,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103602,35.206736,5359,32.10396977763388,35.20554204154208,119.79999999999998,289.98310650704184,1985
1987,34,2026-04-27,15:23:33.119,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103607,35.206724,5358,32.10397477763387,35.20553004147672,119.79999999999998,289.98310650704184,1986
1988,33,2026-04-27,15:23:33.153,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103607,35.206724,5356,32.10397477763387,35.20553004147672,119.79999999999998,289.98310650704184,1987
1989,33,2026-04-27,15:23:33.186,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103607,35.206724,5355,32.10397477763387,35.20553004147672,119.79999999999998,289.98310650704184,1988
1990,34,2026-04-27,15:23:33.220,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103611,35.206713,5354,32.10397877763388,35.205519041424424,119.79999999999998,289.98310650704184,1989
1991,33,2026-04-27,15:23:33.253,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103611,35.206713,5352,32.10397877763388,35.205519041424424,119.79999999999998,289.98310650704184,1990
1992,34,2026-04-27,15:23:33.286,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103611,35.206713,5351,32.10397877763388,35.205519041424424,119.79999999999998,289.98310650704184,1991
1993,33,2026-04-27,15:23:33.320,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103615,35.206702,5350,32.103982777633874,35.20550804137213,119.79999999999998,289.98310650704184,1992
1994,33,2026-04-27,15:23:33.353,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103615,35.206702,5348,32.103982777633874,35.20550804137213,119.79999999999998,289.98310650704184,1993
1995,34,2026-04-27,15:23:33.386,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103615,35.206702,5347,32.103982777633874,35.20550804137213,119.79999999999998,289.98310650704184,1994
1996,33,2026-04-27,15:23:33.420,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103619,35.206689,5345,32.10398677763388,35.20549504131983,119.79999999999998,289.98310650704184,1995
1997,33,2026-04-27,15:23:33.453,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103619,35.206689,5344,32.10398677763388,35.20549504131983,119.79999999999998,289.98310650704184,1996
1998,34,2026-04-27,15:23:33.486,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103619,35.206689,5343,32.103959318538465,35.20548374719668,119.79999999999998,288.43494884327754,1997
1999,33,2026-04-27,15:23:33.520,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103623,35.206679,5341,32.10396331853846,35.20547374714389,119.79999999999998,288.43494884327754,1998
2000,33,2026-04-27,15:23:33.553,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103623,35.206679,5340,32.10396331853846,35.20547374714389,119.79999999999998,288.43494884327754,1999
2001,34,2026-04-27,15:23:33.587,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103623,35.206679,5340,32.103990777633875,35.205485041267536,119.79999999999998,289.98310650704184,2000
2002,33,2026-04-27,15:23:33.620,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103627,35.206666,5338,32.10399477763388,35.20547204121524,119.79999999999998,289.98310650704184,2001
2003,34,2026-04-27,15:23:33.653,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103627,35.206666,5337,32.10399477763388,35.20547204121524,119.79999999999998,289.98310650704184,2002
2004,33,2026-04-27,15:23:33.687,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103627,35.206666,5335,32.10399477763388,35.20547204121524,119.79999999999998,289.98310650704184,2003
2005,33,2026-04-27,15:23:33.720,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103632,35.206654,5334,32.103999777633874,35.20546004114987,119.79999999999998,289.98310650704184,2004
2006,34,2026-04-27,15:23:33.753,119.8,829.842,140,1/1600.0,1.7,0,default,24.0,32.103632,35.206654,5333,32.103999777633874,35.20546004114987,119.79999999999998,289.98310650704184,2005
2007,33,2026-04-27,15:23:33.786,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103632,35.206654,5332,32.103999777633874,35.20546004114987,119.79999999999998,289.98310650704184,2006
2008,33,2026-04-27,15:23:33.819,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103635,35.206643,5331,32.10400277763387,35.20544904111065,119.79999999999998,289.98310650704184,2007
2009,34,2026-04-27,15:23:33.853,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103635,35.206643,5331,32.10400277763387,35.20544904111065,119.79999999999998,289.98310650704184,2008
2010,33,2026-04-27,15:23:33.886,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103635,35.206643,5331,32.10400277763387,35.20544904111065,119.79999999999998,289.98310650704184,2009
2011,34,2026-04-27,15:23:33.920,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.10364,35.206631,5331,32.104007777633875,35.20543704104528,119.79999999999998,289.98310650704184,2010
2012,33,2026-04-27,15:23:33.954,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.10364,35.206631,5331,32.104007777633875,35.20543704104528,119.79999999999998,289.98310650704184,2011
2013,33,2026-04-27,15:23:33.987,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.10364,35.206631,5331,32.104007777633875,35.20543704104528,119.79999999999998,289.98310650704184,2012
2014,34,2026-04-27,15:23:34.020,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103644,35.206619,5331,32.10401177763388,35.205425040992985,119.79999999999998,289.98310650704184,2013
2015,33,2026-04-27,15:23:34.054,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103644,35.206619,5331,32.10401177763388,35.205425040992985,119.79999999999998,289.98310650704184,2014
2016,33,2026-04-27,15:23:34.087,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103644,35.206619,5331,32.10401177763388,35.205425040992985,119.79999999999998,289.98310650704184,2015
2017,34,2026-04-27,15:23:34.120,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103649,35.206607,5331,32.10401677763387,35.20541304092762,119.79999999999998,289.98310650704184,2016
2018,33,2026-04-27,15:23:34.154,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103649,35.206607,5331,32.10401677763387,35.20541304092762,119.79999999999998,289.98310650704184,2017
2019,33,2026-04-27,15:23:34.187,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103649,35.206607,5331,32.10401677763387,35.20541304092762,119.79999999999998,289.98310650704184,2018
2020,34,2026-04-27,15:23:34.221,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103652,35.206597,5331,32.10401977763387,35.2054030408884,119.79999999999998,289.98310650704184,2019
2021,33,2026-04-27,15:23:34.254,119.8,829.842,140,1/1250.0,1.7,0,default,24.0,32.103652,35.206597,5331,32.10401977763387,35.2054030408884,119.79999999999998,289.98310650704184,2020
2022,34,2026-04-27,15:23:34.287,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103652,35.206597,5331,32.10401977763387,35.2054030408884,119.79999999999998,289.98310650704184,2021
2023,33,2026-04-27,15:23:34.321,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103657,35.206585,5331,32.104024777633875,35.205391040823024,119.79999999999998,289.98310650704184,2022
2024,33,2026-04-27,15:23:34.354,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103657,35.206585,5331,32.104024777633875,35.205391040823024,119.79999999999998,289.98310650704184,2023
2025,34,2026-04-27,15:23:34.387,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103657,35.206585,5331,32.104024777633875,35.205391040823024,119.79999999999998,289.98310650704184,2024
2026,33,2026-04-27,15:23:34.421,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103661,35.206572,5331,32.10402877763388,35.20537804077073,119.79999999999998,289.98310650704184,2025
2027,33,2026-04-27,15:23:34.454,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103661,35.206572,5331,32.10402877763388,35.20537804077073,119.79999999999998,289.98310650704184,2026
2028,34,2026-04-27,15:23:34.487,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103661,35.206572,5330,32.10402877763388,35.20537804077073,119.79999999999998,289.98310650704184,2027
2029,33,2026-04-27,15:23:34.521,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103665,35.20656,5330,32.104032777633876,35.20536604071844,119.79999999999998,289.98310650704184,2028
2030,33,2026-04-27,15:23:34.554,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103665,35.20656,5330,32.104032777633876,35.20536604071844,119.79999999999998,289.98310650704184,2029
2031,34,2026-04-27,15:23:34.588,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103665,35.20656,5330,32.104032777633876,35.20536604071844,119.79999999999998,289.98310650704184,2030
2032,33,2026-04-27,15:23:34.621,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103669,35.206549,5330,32.10403677763387,35.20535504066614,119.79999999999998,289.98310650704184,2031
2033,34,2026-04-27,15:23:34.654,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103669,35.206549,5330,32.10403677763387,35.20535504066614,119.79999999999998,289.98310650704184,2032
2034,33,2026-04-27,15:23:34.687,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103669,35.206549,5330,32.10403677763387,35.20535504066614,119.79999999999998,289.98310650704184,2033
2035,33,2026-04-27,15:23:34.721,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103674,35.206537,5330,32.104041777633874,35.205343040600766,119.79999999999998,289.98310650704184,2034
2036,34,2026-04-27,15:23:34.754,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103674,35.206537,5330,32.104041777633874,35.205343040600766,119.79999999999998,289.98310650704184,2035
2037,33,2026-04-27,15:23:34.787,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103674,35.206537,5330,32.104041777633874,35.205343040600766,119.79999999999998,289.98310650704184,2036
2038,33,2026-04-27,15:23:34.821,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103678,35.206527,5330,32.10404577763388,35.205333040548474,119.79999999999998,289.98310650704184,2037
2039,34,2026-04-27,15:23:34.854,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103678,35.206527,5330,32.10404577763388,35.205333040548474,119.79999999999998,289.98310650704184,2038
2040,33,2026-04-27,15:23:34.888,119.8,829.842,130,1/1250.0,1.7,0,default,24.0,32.103678,35.206527,5330,32.10404577763388,35.205333040548474,119.79999999999998,289.98310650704184,2039
